DEA,expression_type,MVI,Normalization,label
proDA,min,Rlr,2.0
DEP,Impseqrob,Rlr,2.0
DEP,SeqKNN,Rlr,2.0
DEP,zero,No_norm,2.0
limma,zero,Rlr,2.0
DEP,No_MVI,Rlr,2.0
DEP,QRILC,Rlr,2.0
DEP,mice,Rlr,2.0
ROTS,MLE,lossf,2.0
DEP,MinProb,Rlr,2.0
ROTS,MinDet,lossf,2.0
ROTS,Impseqrob,No_norm,2.0
DEP,MinDet,Rlr,2.0
DEP,knn,Rlr,2.0
DEP,MLE,Rlr,2.0
ROTS,bpca,No_norm,2.0
ROTS,Impseq,No_norm,2.0
DEP,knn,No_norm,2.0
ROTS,zero,lossf,2.0
ROTS,missForest,No_norm,2.0
ROTS,SeqKNN,No_norm,2.0
DEP,nbavg,Rlr,2.0
ROTS,GMS,No_norm,2.0
ROTS,MLE,No_norm,2.0
ROTS,knn,No_norm,2.0
ROTS,MinProb,lossf,2.0
ROTS,MinDet,No_norm,2.0
DEP,min,Rlr,2.0
ROTS,MinProb,No_norm,2.0
ROTS,min,No_norm,2.0
ROTS,zero,No_norm,2.0
ROTS,QRILC,No_norm,2.0
ROTS,mice,No_norm,2.0
MSstats,TRUE,FALSE,2.0
MSstats,FALSE,FALSE,2.0
ROTS,knn,lossf,2.0
DEP,bpca,lossf,2.0
DEP,GMS,lossf,2.0
ROTS,Impseq,lossf,2.0
DEP,Impseq,lossf,2.0
DEP,Impseqrob,lossf,2.0
ROTS,No_MVI,No_norm,2.0
ROTS,GMS,lossf,2.0
ROTS,QRILC,lossf,2.0
ROTS,SeqKNN,lossf,2.0
ROTS,min,lossf,2.0
ROTS,Impseqrob,lossf,2.0
ROTS,missForest,lossf,2.0
DEP,SeqKNN,lossf,2.0
ROTS,bpca,lossf,2.0
DEP,missForest,lossf,2.0
ROTS,mice,lossf,2.0
DEP,zero,lossf,2.0
DEP,No_MVI,lossf,2.0
ROTS,No_MVI,lossf,2.0
ROTS,nbavg,No_norm,2.0
ROTS,nbavg,lossf,2.0
DEP,mice,lossf,2.0
ttest,bpca,No_norm,2.0
ttest,Impseqrob,No_norm,2.0
ttest,Impseq,No_norm,2.0
DEP,QRILC,lossf,2.0
ttest,SeqKNN,No_norm,2.0
DEP,MLE,lossf,2.0
DEP,MinProb,lossf,2.0
ROTS,MLE,Rlr,2.0
ttest,missForest,No_norm,2.0
ttest,GMS,No_norm,2.0
DEP,MinDet,lossf,2.0
DEP,knn,lossf,2.0
ttest,No_MVI,No_norm,2.0
ttest,QRILC,No_norm,2.0
ttest,mice,No_norm,2.0
ttest,MLE,No_norm,2.0
DEP,nbavg,lossf,2.0
ttest,zero,No_norm,2.0
ttest,knn,No_norm,2.0
ROTS,MinProb,Rlr,2.0
DEP,min,lossf,2.0
ttest,MinProb,No_norm,2.0
ttest,nbavg,No_norm,2.0
ttest,min,No_norm,2.0
ttest,MinDet,No_norm,2.0
ROTS,MinDet,Rlr,2.0
ROTS,knn,Rlr,2.0
ROTS,zero,Rlr,2.0
ROTS,QRILC,Rlr,2.0
ROTS,SeqKNN,Rlr,2.0
ROTS,GMS,Rlr,2.0
ROTS,missForest,Rlr,2.0
ROTS,min,Rlr,2.0
ROTS,Impseqrob,Rlr,2.0
ROTS,No_MVI,Rlr,2.0
ROTS,Impseq,Rlr,2.0
ROTS,bpca,Rlr,2.0
ROTS,mice,Rlr,2.0
ROTS,nbavg,Rlr,2.0
limma,Impseq,center.median,2.0
limma,bpca,center.median,2.0
limma,GMS,center.median,2.0
limma,Impseqrob,center.median,2.0
limma,SeqKNN,center.median,2.0
proDA,GMS,center.median,2.0
DEP,Impseq,center.median,2.0
DEP,bpca,center.median,2.0
DEP,GMS,center.median,2.0
proDA,Impseq,center.median,2.0
proDA,bpca,center.median,2.0
DEP,Impseqrob,center.median,2.0
proDA,Impseqrob,center.median,2.0
DEP,SeqKNN,center.median,2.0
proDA,SeqKNN,center.median,2.0
limma,Impseqrob,center.mean,2.0
limma,Impseq,center.mean,2.0
limma,bpca,center.mean,2.0
proDA,zero,center.median,2.0
limma,GMS,center.mean,2.0
proDA,missForest,center.median,2.0
limma,SeqKNN,center.mean,2.0
limma,missForest,center.median,2.0
proDA,No_MVI,center.median,2.0
limma,No_MVI,center.median,2.0
DEP,Impseqrob,center.mean,2.0
DEP,Impseq,center.mean,2.0
DEP,bpca,center.mean,2.0
DEP,GMS,center.mean,2.0
proDA,Impseq,center.mean,2.0
DEP,SeqKNN,center.mean,2.0
proDA,bpca,center.mean,2.0
proDA,Impseqrob,center.mean,2.0
DEP,missForest,center.median,2.0
limma,MinProb,center.median,2.0
DEP,No_MVI,center.median,2.0
proDA,GMS,center.mean,2.0
proDA,SeqKNN,center.mean,2.0
proDA,QRILC,center.median,2.0
limma,QRILC,center.median,2.0
proDA,MinProb,center.median,2.0
DEP,QRILC,center.median,2.0
limma,mice,center.median,2.0
limma,QRILC,center.mean,2.0
DEP,MinProb,center.median,2.0
proDA,mice,center.median,2.0
limma,MinDet,center.median,2.0
DEP,mice,center.median,2.0
proDA,MinDet,center.median,2.0
limma,MinProb,center.mean,2.0
DEP,QRILC,center.mean,2.0
proDA,missForest,center.mean,2.0
limma,MinDet,center.mean,2.0
proDA,No_MVI,center.mean,2.0
DEP,MinDet,center.median,2.0
limma,missForest,center.mean,2.0
limma,No_MVI,center.mean,2.0
DEP,MinProb,center.mean,2.0
proDA,MLE,center.median,2.0
DEP,No_MVI,center.mean,2.0
proDA,zero,center.mean,2.0
limma,nbavg,center.median,2.0
DEP,missForest,center.mean,2.0
DEP,MinDet,center.mean,2.0
limma,nbavg,center.mean,2.0
limma,mice,center.mean,2.0
DEP,nbavg,center.median,2.0
proDA,nbavg,center.median,2.0
proDA,QRILC,center.mean,2.0
proDA,knn,center.median,2.0
proDA,mice,center.mean,2.0
limma,min,center.median,2.0
proDA,MinProb,center.mean,2.0
DEP,nbavg,center.mean,2.0
DEP,mice,center.mean,2.0
proDA,MinDet,center.mean,2.0
limma,min,center.mean,2.0
DEP,min,center.median,2.0
proDA,min,center.median,2.0
limma,knn,center.median,2.0
limma,MLE,center.mean,2.0
limma,MLE,center.median,2.0
DEP,min,center.mean,2.0
DEP,MLE,center.median,2.0
proDA,MLE,center.mean,2.0
DEP,MLE,center.mean,2.0
proDA,knn,center.mean,2.0
limma,knn,center.mean,2.0
proDA,nbavg,center.mean,2.0
proDA,min,center.mean,2.0
DEP,zero,Rlr,2.0
limma,zero,center.median,2.0
ttest,GMS,lossf,2.0
ttest,SeqKNN,lossf,2.0
ttest,bpca,lossf,2.0
DEP,MLE,sum,2.0
ttest,missForest,lossf,2.0
ttest,Impseq,lossf,2.0
ttest,Impseqrob,lossf,2.0
ttest,No_MVI,lossf,2.0
limma,zero,center.mean,2.0
ttest,knn,lossf,2.0
ttest,QRILC,lossf,2.0
ttest,MLE,lossf,2.0
ttest,zero,lossf,2.0
ttest,MinProb,lossf,2.0
ttest,mice,lossf,2.0
ttest,nbavg,lossf,2.0
DEP,MLE,max,2.0
ttest,MinDet,lossf,2.0
ttest,min,lossf,2.0
limma,missForest,sum,2.0
limma,No_MVI,sum,2.0
ROTS,MinProb,center.mean,2.0
limma,missForest,max,2.0
ROTS,zero,center.mean,2.0
limma,bpca,max,2.0
limma,bpca,sum,2.0
limma,No_MVI,max,2.0
ROTS,MinDet,center.mean,2.0
limma,knn,max,2.0
limma,GMS,sum,2.0
ROTS,zero,center.median,2.0
limma,Impseq,max,2.0
limma,Impseq,quantiles,2.0
limma,Impseqrob,max,2.0
limma,mice,max,2.0
ROTS,MinDet,center.median,2.0
limma,zero,max,2.0
limma,SeqKNN,sum,2.0
limma,Impseqrob,quantiles,2.0
limma,bpca,quantiles,2.0
limma,SeqKNN,max,2.0
limma,SeqKNN,quantiles,2.0
DEP,Impseq,quantiles,2.0
limma,knn,sum,2.0
limma,GMS,max,2.0
limma,QRILC,sum,2.0
limma,QRILC,max,2.0
DEP,Impseqrob,quantiles,2.0
ROTS,MLE,center.mean,2.0
limma,MinDet,sum,2.0
limma,MinProb,sum,2.0
limma,mice,sum,2.0
DEP,bpca,quantiles,2.0
limma,min,sum,2.0
limma,nbavg,sum,2.0
DEP,bpca,max,2.0
DEP,No_MVI,max,2.0
DEP,No_MVI,sum,2.0
limma,MinDet,max,2.0
DEP,knn,max,2.0
limma,missForest,quantiles,2.0
limma,zero,sum,2.0
ROTS,MinProb,center.median,2.0
DEP,missForest,max,2.0
DEP,missForest,sum,2.0
limma,MinProb,max,2.0
limma,No_MVI,quantiles,2.0
DEP,missForest,quantiles,2.0
limma,QRILC,quantiles,2.0
DEP,bpca,sum,2.0
limma,min,max,2.0
limma,nbavg,max,2.0
ROTS,MLE,center.median,2.0
limma,MinProb,quantiles,2.0
DEP,zero,max,2.0
DEP,zero,sum,2.0
DEP,QRILC,max,2.0
DEP,QRILC,quantiles,2.0
DEP,mice,max,2.0
DEP,Impseq,max,2.0
DEP,Impseqrob,max,2.0
limma,MinDet,quantiles,2.0
limma,mice,quantiles,2.0
DEP,GMS,max,2.0
limma,nbavg,quantiles,2.0
DEP,MinDet,max,2.0
DEP,MinProb,max,2.0
DEP,mice,quantiles,2.0
limma,bpca,TIC,2.0
limma,Impseq,TIC,3.0
DEP,SeqKNN,max,3.0
limma,min,quantiles,3.0
DEP,min,sum,3.0
limma,Impseqrob,TIC,3.0
limma,GMS,TIC,3.0
DEP,MinProb,sum,3.0
limma,knn,quantiles,3.0
DEP,mice,sum,3.0
limma,SeqKNN,TIC,3.0
DEP,nbavg,max,3.0
DEP,GMS,sum,3.0
DEP,QRILC,sum,3.0
ROTS,QRILC,center.mean,3.0
limma,No_MVI,TIC,3.0
limma,MLE,quantiles,3.0
DEP,SeqKNN,sum,3.0
limma,missForest,TIC,3.0
DEP,MinDet,sum,3.0
proDA,Impseq,TIC,3.0
proDA,bpca,TIC,3.0
DEP,bpca,TIC,3.0
DEP,Impseq,TIC,3.0
DEP,nbavg,sum,3.0
proDA,Impseqrob,TIC,3.0
proDA,GMS,TIC,3.0
limma,zero,quantiles,3.0
DEP,GMS,TIC,3.0
DEP,Impseqrob,TIC,3.0
DEP,MLE,quantiles,3.0
DEP,min,max,3.0
proDA,SeqKNN,TIC,3.0
limma,MLE,sum,3.0
DEP,SeqKNN,TIC,3.0
DEP,No_MVI,quantiles,3.0
limma,mice,TIC,3.0
proDA,No_MVI,TIC,3.0
ROTS,min,center.mean,3.0
DEP,No_MVI,TIC,3.0
proDA,missForest,TIC,3.0
limma,MLE,max,3.0
DEP,missForest,TIC,3.0
ROTS,MLE,quantiles.robust,3.0
proDA,zero,TIC,3.0
limma,MinProb,TIC,3.0
limma,missForest,vsn,3.0
limma,No_MVI,vsn,3.0
limma,bpca,vsn,3.0
DEP,SeqKNN,quantiles,3.0
ROTS,SeqKNN,center.mean,3.0
ROTS,QRILC,center.median,3.0
proDA,mice,TIC,3.0
DEP,nbavg,quantiles,3.0
limma,QRILC,TIC,3.0
ROTS,MLE,sum,3.0
ROTS,knn,center.mean,3.0
limma,missForest,quantiles.robust,3.0
limma,MinDet,TIC,3.0
DEP,knn,quantiles,3.0
ROTS,zero,max,3.0
DEP,min,quantiles,3.0
limma,QRILC,vsn,3.0
limma,MLE,vsn,3.0
limma,knn,TIC,3.0
limma,Impseq,vsn,3.0
DEP,MinProb,quantiles,3.0
DEP,mice,TIC,3.0
limma,GMS,vsn,3.0
ttest,GMS,Rlr,3.0
ROTS,Impseqrob,center.mean,3.0
limma,MinProb,vsn,3.0
ROTS,knn,center.median,3.0
ttest,SeqKNN,Rlr,3.0
ttest,bpca,Rlr,3.0
ROTS,GMS,center.mean,3.0
proDA,QRILC,TIC,3.0
limma,Impseqrob,vsn,3.0
limma,SeqKNN,vsn,3.0
ttest,Impseq,Rlr,3.0
ROTS,zero,quantiles,3.0
limma,MinDet,vsn,3.0
limma,nbavg,vsn,3.0
proDA,MinProb,TIC,3.0
limma,min,vsn,3.0
ttest,Impseqrob,Rlr,3.0
ttest,MinProb,Rlr,3.0
proDA,MinDet,TIC,3.0
DEP,MinDet,quantiles,3.0
ttest,knn,Rlr,3.0
ROTS,min,center.median,3.0
ttest,missForest,Rlr,3.0
DEP,nbavg,vsn,3.0
DEP,min,vsn,3.0
limma,No_MVI,quantiles.robust,3.0
ROTS,missForest,center.mean,3.0
DEP,No_MVI,quantiles.robust,3.0
ttest,QRILC,Rlr,3.0
ROTS,GMS,center.median,3.0
limma,nbavg,TIC,3.0
DEP,MinProb,TIC,3.0
ttest,No_MVI,Rlr,3.0
proDA,knn,TIC,3.0
ROTS,No_MVI,center.mean,3.0
ROTS,bpca,center.mean,3.0
ROTS,Impseq,center.mean,3.0
ttest,MLE,Rlr,3.0
ttest,zero,Rlr,3.0
ttest,nbavg,Rlr,3.0
ttest,MinDet,Rlr,3.0
ROTS,mice,center.mean,3.0
proDA,MLE,TIC,3.0
ROTS,nbavg,center.mean,3.0
ttest,mice,Rlr,3.0
DEP,QRILC,TIC,3.0
ttest,min,Rlr,3.0
limma,SeqKNN,quantiles.robust,3.0
DEP,MinDet,TIC,3.0
limma,min,TIC,3.0
proDA,nbavg,TIC,3.0
SAM,MinProb,No_norm,3.0
ROTS,MinProb,quantiles,3.0
ROTS,nbavg,center.median,3.0
ROTS,SeqKNN,center.median,3.0
limma,MLE,TIC,3.0
proDA,min,TIC,3.0
limma,bpca,quantiles.robust,3.0
SAM,No_MVI,No_norm,3.0
SAM,QRILC,No_norm,3.0
SAM,MLE,No_norm,3.0
ROTS,MinDet,quantiles,3.0
SAM,MinDet,No_norm,3.0
ROTS,bpca,center.median,3.0
ROTS,Impseqrob,center.median,3.0
SAM,knn,No_norm,3.0
DEP,nbavg,TIC,3.0
ROTS,Impseq,center.median,3.0
ROTS,mice,center.median,3.0
ROTS,missForest,center.median,3.0
DEP,nbavg,quantiles.robust,3.0
ROTS,No_MVI,center.median,3.0
limma,zero,vsn,3.0
limma,Impseqrob,quantiles.robust,3.0
DEP,Impseqrob,quantiles.robust,3.0
limma,nbavg,quantiles.robust,3.0
limma,MinProb,quantiles.robust,3.0
ROTS,QRILC,quantiles,3.0
SAM,missForest,No_norm,3.0
ROTS,QRILC,quantiles.robust,3.0
limma,Impseq,quantiles.robust,3.0
DEP,missForest,vsn,3.0
SAM,GMS,No_norm,3.0
DEP,min,TIC,3.0
DEP,No_MVI,vsn,3.0
DEP,bpca,vsn,3.0
SAM,mice,No_norm,3.0
SAM,nbavg,No_norm,3.0
SAM,bpca,No_norm,3.0
SAM,SeqKNN,No_norm,3.0
limma,zero,TIC,3.0
SAM,Impseqrob,No_norm,3.0
SAM,Impseq,No_norm,3.0
limma,QRILC,quantiles.robust,3.0
DEP,missForest,quantiles.robust,3.0
ROTS,knn,quantiles,3.0
ROTS,MLE,quantiles,3.0
SAM,min,No_norm,3.0
DEP,SeqKNN,quantiles.robust,3.0
ROTS,MLE,max,3.0
DEP,MLE,TIC,3.0
ROTS,min,quantiles,3.0
limma,mice,quantiles.robust,3.0
DEP,bpca,quantiles.robust,3.0
DEP,MLE,vsn,3.0
DEP,QRILC,vsn,3.0
DEP,GMS,vsn,3.0
DEP,Impseq,vsn,3.0
DEP,MinProb,vsn,3.0
DEP,MinDet,vsn,3.0
DEP,Impseqrob,vsn,3.0
SAM,zero,No_norm,3.0
DEP,SeqKNN,vsn,3.0
limma,knn,quantiles.robust,3.0
limma,MinDet,quantiles.robust,3.0
DEP,MinDet,quantiles.robust,3.0
ROTS,MinProb,quantiles.robust,3.0
MSstats,TRUE,TRUE,3.0
MSstats,FALSE,TRUE,3.0
DEP,Impseq,quantiles.robust,3.0
ttest,missForest,max,3.0
ROTS,zero,TIC,3.0
ROTS,knn,quantiles.robust,3.0
DEP,mice,quantiles.robust,3.0
ttest,missForest,sum,3.0
ROTS,nbavg,quantiles,3.0
ROTS,Impseq,quantiles,3.0
ROTS,Impseqrob,quantiles,3.0
ROTS,SeqKNN,quantiles,3.0
ROTS,bpca,quantiles,3.0
DEP,knn,sum,3.0
ttest,MLE,sum,3.0
ttest,bpca,max,3.0
ttest,knn,max,3.0
ROTS,min,quantiles.robust,3.0
ttest,MLE,max,3.0
ttest,No_MVI,sum,3.0
ttest,No_MVI,max,3.0
ttest,bpca,sum,3.0
limma,mice,vsn,3.0
ROTS,No_MVI,quantiles,3.0
limma,min,quantiles.robust,3.0
ROTS,missForest,quantiles,3.0
ROTS,MinDet,quantiles.robust,3.0
ROTS,mice,quantiles,3.0
ttest,mice,max,3.0
MSstats,TRUE,TRUE,3.0
DEP,min,quantiles.robust,3.0
ttest,QRILC,max,3.0
MSstats,FALSE,TRUE,3.0
ttest,SeqKNN,max,3.0
DEP,MinProb,quantiles.robust,3.0
ttest,Impseqrob,max,3.0
ttest,Impseq,max,3.0
ttest,GMS,max,3.0
ttest,MinProb,max,3.0
ttest,zero,sum,3.0
ttest,GMS,sum,3.0
ttest,zero,max,3.0
ttest,SeqKNN,sum,3.0
ttest,MinDet,max,3.0
ttest,knn,sum,3.0
limma,bpca,div.median,3.0
ttest,min,max,3.0
ROTS,mice,quantiles.robust,3.0
ttest,QRILC,sum,3.0
ttest,MinProb,sum,3.0
ttest,min,sum,3.0
ttest,MinDet,sum,3.0
MSstats,TRUE,TRUE,3.0
ROTS,nbavg,quantiles.robust,3.0
ttest,nbavg,max,3.0
ttest,mice,sum,3.0
MSstats,FALSE,TRUE,3.0
MSstats,TRUE,TRUE,3.0
limma,knn,vsn,3.0
ttest,nbavg,sum,3.0
MSstats,FALSE,TRUE,3.0
ROTS,MinProb,TIC,3.0
limma,No_MVI,div.median,3.0
limma,missForest,div.median,3.0
DEP,mice,vsn,3.0
DEP,knn,vsn,3.0
limma,Impseq,div.median,3.0
SAM,No_MVI,lossf,3.0
ROTS,MinDet,TIC,3.0
limma,Impseqrob,div.median,3.0
SAM,GMS,lossf,3.0
ROTS,min,vsn,3.0
ROTS,missForest,max,3.0
limma,GMS,div.median,3.0
ROTS,No_MVI,max,3.0
SAM,bpca,lossf,3.0
limma,SeqKNN,div.median,3.0
ROTS,No_MVI,sum,3.0
ROTS,bpca,max,3.0
DEP,QRILC,quantiles.robust,3.0
ROTS,zero,quantiles.robust,3.0
limma,bpca,div.mean,3.0
limma,zero,quantiles.robust,3.0
ROTS,No_MVI,quantiles.robust,3.0
ROTS,SeqKNN,quantiles.robust,3.0
ROTS,zero,vsn,3.0
limma,mice,div.median,3.0
ROTS,knn,max,3.0
SAM,QRILC,lossf,3.0
ROTS,GMS,sum,3.0
ROTS,MLE,TIC,3.0
ROTS,GMS,max,3.0
ROTS,MLE,vsn,3.0
DEP,knn,center.median,3.0
SAM,SeqKNN,lossf,3.0
SAM,missForest,lossf,3.0
ROTS,Impseq,max,3.0
ROTS,SeqKNN,max,3.0
limma,missForest,div.mean,3.0
ROTS,Impseq,quantiles.robust,3.0
ROTS,mice,max,3.0
ROTS,Impseqrob,max,3.0
ROTS,bpca,quantiles.robust,3.0
limma,No_MVI,div.mean,3.0
SAM,Impseq,lossf,3.0
limma,Impseq,div.mean,3.0
SAM,Impseqrob,lossf,3.0
SAM,mice,lossf,3.0
SAM,knn,lossf,3.0
SAM,MinProb,lossf,3.0
ROTS,MinDet,max,3.0
ROTS,Impseqrob,quantiles.robust,3.0
ROTS,min,max,3.0
ROTS,QRILC,max,3.0
DEP,knn,center.mean,3.0
limma,MinProb,div.median,3.0
SAM,min,lossf,3.0
SAM,MinDet,lossf,3.0
limma,Impseqrob,div.mean,3.0
ROTS,MinProb,max,3.0
ROTS,bpca,sum,3.0
limma,QRILC,div.median,3.0
ROTS,missForest,quantiles.robust,3.0
limma,GMS,div.mean,3.0
ROTS,missForest,sum,3.0
DEP,bpca,div.median,3.0
limma,MinDet,div.median,3.0
ROTS,QRILC,TIC,3.0
limma,MLE,quantiles.robust,3.0
limma,knn,div.median,3.0
DEP,knn,quantiles.robust,3.0
limma,SeqKNN,div.mean,3.0
SAM,nbavg,lossf,3.0
DEP,MLE,quantiles.robust,3.0
ROTS,min,TIC,3.0
DEP,missForest,div.median,3.0
DEP,No_MVI,div.median,3.0
DEP,knn,TIC,3.0
ANOVA,bpca,No_norm,3.0
ANOVA,SeqKNN,No_norm,3.0
ROTS,knn,TIC,3.0
ANOVA,Impseqrob,No_norm,3.0
ROTS,zero,div.mean,3.0
ANOVA,Impseq,No_norm,3.0
DEP,Impseq,div.median,3.0
ANOVA,MinDet,No_norm,3.0
limma,mice,div.mean,3.0
ROTS,nbavg,max,3.0
ROTS,zero,div.median,3.0
ANOVA,missForest,No_norm,3.0
ROTS,QRILC,sum,3.0
DEP,Impseqrob,div.median,3.0
ANOVA,min,No_norm,3.0
limma,QRILC,div.mean,3.0
ANOVA,nbavg,No_norm,3.0
ROTS,knn,sum,3.0
ANOVA,knn,No_norm,3.0
limma,MinProb,div.mean,3.0
ANOVA,zero,No_norm,3.0
limma,zero,div.median,3.0
limma,nbavg,div.median,3.0
DEP,GMS,div.median,3.0
limma,MinDet,div.mean,3.0
ROTS,SeqKNN,TIC,3.0
SAM,MLE,max,3.0
ROTS,GMS,TIC,3.0
ANOVA,No_MVI,No_norm,3.0
ROTS,MinProb,sum,3.0
ROTS,MinDet,sum,3.0
limma,knn,div.mean,3.0
ROTS,Impseq,TIC,3.0
ROTS,bpca,TIC,3.0
ANOVA,QRILC,No_norm,3.0
ROTS,Impseqrob,TIC,3.0
DEP,SeqKNN,div.median,3.0
ROTS,mice,TIC,3.0
limma,min,div.median,3.0
ROTS,No_MVI,TIC,3.0
SAM,No_MVI,sum,3.0
ANOVA,MinProb,No_norm,3.0
ROTS,missForest,TIC,3.0
ROTS,nbavg,sum,3.0
ROTS,SeqKNN,sum,3.0
ROTS,min,sum,3.0
ANOVA,mice,No_norm,3.0
ANOVA,GMS,No_norm,3.0
ROTS,nbavg,TIC,3.0
ROTS,mice,sum,3.0
DEP,bpca,div.mean,3.0
SAM,missForest,max,3.0
ROTS,nbavg,vsn,3.0
limma,zero,div.mean,3.0
ROTS,zero,sum,3.0
ANOVA,MLE,No_norm,3.0
SAM,MLE,sum,3.0
DEP,mice,div.median,3.0
SAM,bpca,max,3.0
limma,nbavg,div.mean,3.0
SAM,No_MVI,max,3.0
SAM,MinProb,max,3.0
limma,min,div.mean,3.0
SAM,QRILC,max,3.0
SAM,min,max,3.0
DEP,missForest,div.mean,3.0
DEP,No_MVI,div.mean,3.0
DEP,Impseq,div.mean,3.0
DEP,MinProb,div.median,3.0
SAM,MinDet,max,3.0
SAM,nbavg,max,3.0
SAM,knn,max,3.0
DEP,QRILC,div.median,3.0
SAM,QRILC,sum,0.0
SAM,SeqKNN,max,0.0
DEP,Impseqrob,div.mean,0.0
SAM,MinProb,sum,0.0
DEP,GMS,div.mean,0.0
DEP,MinDet,div.median,0.0
SAM,MinDet,sum,0.0
SAM,GMS,sum,0.0
SAM,MLE,lossf,0.0
DEP,SeqKNN,div.mean,0.0
ROTS,MLE,div.median,0.0
SAM,missForest,sum,0.0
SAM,bpca,sum,0.0
SAM,GMS,max,0.0
SAM,zero,lossf,0.0
SAM,knn,sum,0.0
SAM,Impseq,max,0.0
ROTS,MLE,div.mean,0.0
SAM,Impseqrob,max,0.0
SAM,QRILC,Rlr,0.0
SAM,No_MVI,Rlr,0.0
SAM,mice,max,0.0
SAM,nbavg,sum,0.0
DEP,mice,div.mean,0.0
ROTS,knn,vsn,0.0
SAM,MinProb,Rlr,0.0
DEP,QRILC,div.mean,0.0
DEP,MinProb,div.mean,0.0
SAM,zero,max,0.0
DEP,nbavg,div.median,0.0
SAM,GMS,Rlr,0.0
SAM,min,sum,0.0
DEP,MinDet,div.mean,0.0
DEP,min,div.median,0.0
SAM,zero,sum,0.0
